index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2886432327,127.1074227379,0.000,0.000,1,INTERSECTION,2.00
1,37.2886415994,127.1074256939,0.262,-0.182,1,INTERSECTION,2.00
2,37.2886401000,127.1074282000,0.484,-0.349,1,INTERSECTION,2.00
3,37.2886356000,127.1074364000,1.210,-0.850,1,INTERSECTION,2.00
4,37.2886305000,127.1074451000,1.981,-1.417,1,INTERSECTION,2.00
5,37.2886245000,127.1074526000,2.645,-2.085,1,INTERSECTION,2.00
6,37.2886172000,127.1074583000,3.150,-2.898,1,INTERSECTION,2.00
7,37.2886100337,127.1074630249,3.568,-3.696,1,INTERSECTION,2.00
8,37.2886017338,127.1074680615,4.014,-4.620,1,INTERSECTION,2.00
9,37.2885893329,127.1074700350,4.189,-6.000,1,INTERSECTION,2.00
10,37.2885795328,127.1074687291,4.073,-7.091,1,INTERSECTION,2.00
11,37.2885704660,127.1074660909,3.840,-8.100,1,INTERSECTION,2.00
12,37.2885613993,127.1074624851,3.520,-9.110,1,INTERSECTION,2.00
13,37.2885543999,127.1074580793,3.130,-9.889,1,INTERSECTION,2.00
14,37.2885441662,127.1074533411,2.710,-11.028,1,INTERSECTION,2.00
15,37.2885356998,127.1074492735,2.350,-11.971,1,INTERSECTION,2.00
16,37.2885269999,127.1074449058,1.963,-12.939,1,INTERSECTION,2.00
17,37.2885176330,127.1074404382,1.568,-13.982,1,INTERSECTION,2.00
18,37.2885093665,127.1074360382,1.178,-14.902,1,INTERSECTION,2.00
19,37.2885014666,127.1074316735,0.791,-15.781,1,INTERSECTION,2.00
20,37.2884929333,127.1074275764,0.429,-16.731,1,INTERSECTION,2.00
21,37.2884859005,127.1074244851,0.155,-17.514,1,INTERSECTION,2.00
22,37.2884785342,127.1074216586,-0.096,-18.334,1,INTERSECTION,2.00
23,37.2884700342,127.1074170233,-0.506,-19.280,1,INTERSECTION,2.00
24,37.2884607339,127.1074108822,-1.050,-20.316,1,INTERSECTION,2.00
25,37.2884488330,127.1074045411,-1.612,-21.640,1,INTERSECTION,2.00
26,37.2884399663,127.1074003469,-1.983,-22.628,1,INTERSECTION,2.00
27,37.2884313330,127.1073952469,-2.435,-23.589,1,INTERSECTION,2.00
28,37.2884222330,127.1073897764,-2.919,-24.602,1,INTERSECTION,2.00
29,37.2884119326,127.1073830000,-3.519,-25.748,1,INTERSECTION,2.00
30,37.2884020653,127.1073763647,-4.107,-26.847,1,INTERSECTION,2.00
31,37.2883955988,127.1073687000,-4.786,-27.566,1,INTERSECTION,2.00
32,37.2883890653,127.1073609058,-5.476,-28.294,1,INTERSECTION,2.00
33,37.2883843656,127.1073518764,-6.276,-28.817,1,INTERSECTION,2.00
34,37.2883791986,127.1073430175,-7.060,-29.392,1,INTERSECTION,2.00
35,37.2883761319,127.1073310117,-8.124,-29.734,1,INTERSECTION,2.00
36,37.2883747318,127.1073203146,-9.071,-29.889,1,INTERSECTION,2.00
37,37.2883753986,127.1073044207,-10.479,-29.815,1,INTERSECTION,2.00
38,37.2883774988,127.1072910414,-11.664,-29.581,1,INTERSECTION,2.00
39,37.2883798323,127.1072787003,-12.757,-29.322,1,INTERSECTION,2.00
40,37.2883833993,127.1072679327,-13.710,-28.925,1,INTERSECTION,2.00
41,37.2883874995,127.1072574003,-14.643,-28.468,1,INTERSECTION,2.00
42,37.2883901660,127.1072479738,-15.478,-28.171,1,INTERSECTION,2.00
43,37.2883930660,127.1072372767,-16.425,-27.848,1,INTERSECTION,2.00
44,37.2883972331,127.1072259091,-17.432,-27.385,1,INTERSECTION,2.00
45,37.2884007999,127.1072150709,-18.392,-26.988,1,INTERSECTION,2.00
46,37.2884038331,127.1072040327,-19.370,-26.650,1,INTERSECTION,2.00
47,37.2884070331,127.1071937297,-20.282,-26.294,1,INTERSECTION,2.00
48,37.2884099666,127.1071846268,-21.088,-25.967,1,INTERSECTION,2.00
49,37.2884123334,127.1071772592,-21.741,-25.704,1,INTERSECTION,2.00
50,37.2884141665,127.1071714679,-22.254,-25.500,1,INTERSECTION,2.00
51,37.2884163330,127.1071649501,-22.831,-25.258,1,INTERSECTION,2.00
52,37.2884199665,127.1071556016,-23.659,-24.854,1,INTERSECTION,2.00
53,37.2884235663,127.1071473913,-24.386,-24.453,1,INTERSECTION,2.00
54,37.2884275659,127.1071374016,-25.271,-24.008,1,INTERSECTION,2.00
55,37.2884320322,127.1071267356,-26.215,-23.511,1,INTERSECTION,2.00
56,37.2884365649,127.1071147712,-27.275,-23.006,1,INTERSECTION,2.00
57,37.2884449985,127.1071052126,-28.122,-22.067,1,INTERSECTION,2.00
58,37.2884582334,127.1071057977,-28.070,-20.594,1,INTERSECTION,2.00
59,37.2884661333,127.1071113327,-27.580,-19.715,1,INTERSECTION,2.00
60,37.2884744665,127.1071168295,-27.093,-18.787,1,INTERSECTION,2.00
61,37.2884830665,127.1071220851,-26.627,-17.830,1,INTERSECTION,2.00
62,37.2884904329,127.1071262291,-26.260,-17.010,1,INTERSECTION,2.00
63,37.2884974326,127.1071298968,-25.935,-16.230,1,INTERSECTION,2.00
64,37.2885062994,127.1071335968,-25.608,-15.243,1,INTERSECTION,2.00
65,37.2885145662,127.1071378997,-25.227,-14.323,1,INTERSECTION,2.00
66,37.2885217659,127.1071412997,-24.926,-13.522,1,INTERSECTION,2.00
67,37.2885296659,127.1071453702,-24.565,-12.642,1,INTERSECTION,2.00
68,37.2885377660,127.1071490321,-24.241,-11.740,1,INTERSECTION,2.00
69,37.2885460662,127.1071534321,-23.851,-10.817,1,INTERSECTION,2.00
70,37.2885541995,127.1071578055,-23.464,-9.911,1,INTERSECTION,2.00
71,37.2885616661,127.1071615408,-23.133,-9.080,1,INTERSECTION,2.00
72,37.2885692326,127.1071655408,-22.779,-8.238,1,INTERSECTION,2.00
73,37.2885776993,127.1071697026,-22.410,-7.295,1,INTERSECTION,2.00
74,37.2885862660,127.1071744379,-21.991,-6.342,1,INTERSECTION,2.00
75,37.2885944994,127.1071786408,-21.618,-5.425,1,INTERSECTION,2.00
76,37.2886016326,127.1071823732,-21.288,-4.631,1,INTERSECTION,2.00
77,37.2886096662,127.1071865732,-20.916,-3.737,1,INTERSECTION,2.00
78,37.2886148327,127.1071895350,-20.654,-3.161,1,INTERSECTION,2.00
79,37.2886176324,127.1071907549,-20.546,-2.850,1,INTERSECTION,2.00
80,37.2886196660,127.1071920607,-20.430,-2.623,1,INTERSECTION,2.00
81,37.2886220839,127.1071929891,-20.348,-2.354,1,INTERSECTION,2.00
82,37.2886245002,127.1071942910,-20.232,-2.085,1,INTERSECTION,2.00
83,37.2886281663,127.1071966204,-20.026,-1.677,1,INTERSECTION,2.00
84,37.2886335995,127.1071996013,-19.762,-1.072,1,INTERSECTION,2.00
85,37.2886378659,127.1072018822,-19.560,-0.597,1,INTERSECTION,2.00
86,37.2886411326,127.1072039432,-19.378,-0.234,1,INTERSECTION,2.00
87,37.2886431160,127.1072053612,-19.252,-0.013,1,INTERSECTION,2.00
88,37.2886457839,127.1072075125,-19.061,0.284,1,INTERSECTION,2.00
89,37.2886492682,127.1072092573,-18.907,0.672,1,INTERSECTION,2.00
90,37.2886533023,127.1072116926,-18.691,1.121,1,INTERSECTION,2.00
91,37.2886577697,127.1072144573,-18.446,1.618,1,INTERSECTION,2.00
92,37.2886674360,127.1072198382,-17.970,2.694,1,INTERSECTION,2.00
93,37.2886726011,127.1072227411,-17.713,3.269,1,INTERSECTION,2.00
94,37.2886780007,127.1072249146,-17.520,3.870,1,INTERSECTION,2.00
95,37.2886833001,127.1072268175,-17.352,4.460,1,INTERSECTION,2.00
96,37.2886916002,127.1072276499,-17.278,5.384,1,INTERSECTION,2.00
97,37.2886992334,127.1072275204,-17.289,6.234,1,INTERSECTION,2.00
98,37.2887088003,127.1072253498,-17.482,7.299,1,INTERSECTION,2.00
99,37.2887167669,127.1072213411,-17.837,8.186,1,INTERSECTION,2.00
100,37.2887242000,127.1072160000,-18.310,9.013,1,INTERSECTION,2.00
101,37.2887313000,127.1072099000,-18.850,9.804,1,INTERSECTION,2.00
102,37.2887376000,127.1072014000,-19.603,10.505,1,INTERSECTION,2.00
103,37.2887432000,127.1071915000,-20.480,11.128,1,INTERSECTION,2.00
104,37.2887473000,127.1071807000,-21.436,11.585,1,INTERSECTION,2.00
105,37.2887513000,127.1071697000,-22.410,12.030,1,INTERSECTION,2.00
106,37.2887555000,127.1071590000,-23.358,12.498,1,INTERSECTION,2.00
107,37.2887599000,127.1071482000,-24.314,12.987,1,INTERSECTION,2.00
108,37.2887638000,127.1071372000,-25.289,13.421,1,INTERSECTION,2.00
109,37.2887672000,127.1071261000,-26.272,13.800,1,INTERSECTION,2.00
110,37.2887701000,127.1071143000,-27.317,14.123,1,INTERSECTION,2.00
111,37.2887745003,127.1071025000,-28.362,14.613,1,INTERSECTION,2.00
112,37.2887774670,127.1070910000,-29.380,14.943,1,INTERSECTION,2.00
113,37.2887807670,127.1070798029,-30.372,15.310,1,INTERSECTION,2.00
114,37.2887842669,127.1070680676,-31.411,15.700,1,INTERSECTION,2.00
115,37.2887873000,127.1070568000,-32.409,16.037,1,INTERSECTION,2.00
116,37.2887907000,127.1070461000,-33.357,16.416,1,INTERSECTION,2.00
