index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2887260326,127.1066203828,0.000,0.000,1,NORMAL,2.00
1,37.2887198318,127.1066165977,-0.335,-0.690,1,NORMAL,2.00
2,37.2887145650,127.1066127213,-0.679,-1.277,1,NORMAL,2.00
3,37.2887088318,127.1066092479,-0.986,-1.915,1,NORMAL,2.00
4,37.2887037986,127.1066057744,-1.294,-2.475,1,NORMAL,2.00
5,37.2886967985,127.1066023067,-1.601,-3.254,1,NORMAL,2.00
6,37.2886897987,127.1065977009,-2.009,-4.034,1,NORMAL,2.00
7,37.2886833992,127.1065948067,-2.265,-4.746,1,NORMAL,2.00
8,37.2886767662,127.1065905391,-2.643,-5.484,1,NORMAL,2.00
9,37.2886699331,127.1065872449,-2.935,-6.245,1,NORMAL,2.00
10,37.2886621016,127.1065831272,-3.300,-7.117,1,NORMAL,2.00
11,37.2886544674,127.1065795860,-3.613,-7.967,1,NORMAL,2.00
