index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2886544674,127.1065795860,0.000,0.000,1,ACCEL,2.00
1,37.2886482670,127.1065760802,-0.310,-0.690,1,ACCEL,2.00
2,37.2886403669,127.1065726802,-0.612,-1.570,1,ACCEL,2.00
3,37.2886304330,127.1065689126,-0.945,-2.675,1,ACCEL,2.00
4,37.2886210328,127.1065679184,-1.033,-3.722,1,ACCEL,2.00
5,37.2886112659,127.1065682566,-1.003,-4.809,1,ACCEL,2.00
6,37.2886031327,127.1065707359,-0.784,-5.715,1,ACCEL,2.00
7,37.2885939658,127.1065770974,-0.220,-6.735,1,ACCEL,2.00
8,37.2885877329,127.1065842854,0.416,-7.429,1,ACCEL,2.00
9,37.2885809664,127.1065921294,1.111,-8.182,1,ACCEL,2.00
10,37.2885735662,127.1066004000,1.843,-9.006,1,ACCEL,2.00
11,37.2885679663,127.1066088647,2.593,-9.629,1,ACCEL,2.00
12,37.2885629664,127.1066180295,3.405,-10.186,1,ACCEL,2.00
13,37.2885577997,127.1066286000,4.341,-10.761,1,ACCEL,2.00
14,37.2885532663,127.1066388676,5.250,-11.266,1,ACCEL,2.00
15,37.2885492329,127.1066497353,6.213,-11.715,1,ACCEL,2.00
16,37.2885453662,127.1066601324,7.134,-12.145,1,ACCEL,2.00
17,37.2885406657,127.1066708676,8.084,-12.668,1,ACCEL,2.00
18,37.2885365987,127.1066809000,8.973,-13.121,1,ACCEL,2.00
19,37.2885334321,127.1066904589,9.819,-13.474,1,ACCEL,2.00
20,37.2885304988,127.1067012589,10.776,-13.800,1,ACCEL,2.00
21,37.2885269320,127.1067133971,11.851,-14.197,1,ACCEL,2.00
22,37.2885221316,127.1067260705,12.973,-14.732,1,ACCEL,2.00
23,37.2885181316,127.1067368029,13.924,-15.177,1,ACCEL,2.00
24,37.2885137648,127.1067505851,15.145,-15.663,1,ACCEL,2.00
25,37.2885101648,127.1067611469,16.080,-16.064,1,ACCEL,2.00
26,37.2885068315,127.1067715411,17.001,-16.435,1,ACCEL,2.00
27,37.2885033650,127.1067830087,18.016,-16.821,1,ACCEL,2.00
28,37.2885006653,127.1067936735,18.961,-17.121,1,ACCEL,2.00
29,37.2884973321,127.1068057822,20.033,-17.492,1,ACCEL,2.00
30,37.2884953659,127.1068133295,20.701,-17.711,1,ACCEL,2.00
31,37.2884908657,127.1068265058,21.868,-18.212,1,ACCEL,2.00
32,37.2884875991,127.1068383411,22.917,-18.576,1,ACCEL,2.00
33,37.2884845324,127.1068481676,23.787,-18.917,1,ACCEL,2.00
34,37.2884816657,127.1068589000,24.737,-19.236,1,ACCEL,2.00
35,37.2884788992,127.1068695000,25.676,-19.544,1,ACCEL,2.00
36,37.2884750658,127.1068800000,26.606,-19.971,1,ACCEL,2.00
37,37.2884718993,127.1068923087,27.696,-20.323,1,ACCEL,2.00
38,37.2884686994,127.1069026705,28.614,-20.680,1,ACCEL,2.00
39,37.2884652994,127.1069131676,29.544,-21.058,1,ACCEL,2.00
40,37.2884618662,127.1069246029,30.556,-21.440,1,ACCEL,2.00
41,37.2884582662,127.1069356706,31.537,-21.841,1,ACCEL,2.00
42,37.2884538328,127.1069468029,32.523,-22.335,1,ACCEL,2.00
43,37.2884492993,127.1069605764,33.742,-22.839,1,ACCEL,2.00
44,37.2884450326,127.1069725647,34.804,-23.314,1,ACCEL,2.00
45,37.2884402991,127.1069872353,36.103,-23.841,1,ACCEL,2.00
46,37.2884354657,127.1070024469,37.451,-24.379,1,ACCEL,2.00
