index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2890290481,127.1073667423,0.000,0.000,1,SLOPE,2.00
1,37.2890304007,127.1073600356,-0.594,0.151,1,SLOPE,2.00
2,37.2890317674,127.1073523239,-1.277,0.303,1,SLOPE,2.00
3,37.2890330671,127.1073467385,-1.772,0.447,1,SLOPE,2.00
4,37.2890352671,127.1073388443,-2.471,0.692,1,SLOPE,2.00
5,37.2890371669,127.1073315531,-3.117,0.904,1,SLOPE,2.00
6,37.2890391667,127.1073222825,-3.938,1.126,1,SLOPE,2.00
7,37.2890413000,127.1073135560,-4.710,1.364,1,SLOPE,2.00
8,37.2890431665,127.1073036825,-5.585,1.572,1,SLOPE,2.00
9,37.2890455330,127.1072949178,-6.361,1.835,1,SLOPE,2.00
10,37.2890477329,127.1072861207,-7.140,2.080,1,SLOPE,2.00
11,37.2890500329,127.1072757825,-8.056,2.336,1,SLOPE,2.00
12,37.2890517993,127.1072669825,-8.835,2.533,1,SLOPE,2.00
13,37.2890525999,127.1072627971,-9.206,2.622,1,SLOPE,2.00
