index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2889529017,127.1076548965,0.000,0.000,1,NORMAL,2.00
1,37.2889541351,127.1076505583,-0.384,0.137,1,NORMAL,2.00
2,37.2889565351,127.1076432583,-1.031,0.404,1,NORMAL,2.00
3,37.2889592351,127.1076342583,-1.828,0.705,1,NORMAL,2.00
4,37.2889620351,127.1076249583,-2.651,1.017,1,NORMAL,2.00
5,37.2889652351,127.1076150583,-3.528,1.373,1,NORMAL,2.00
6,37.2889684351,127.1076047583,-4.440,1.729,1,NORMAL,2.00
7,37.2889713351,127.1075945583,-5.344,2.052,1,NORMAL,2.00
8,37.2889739351,127.1075844583,-6.238,2.341,1,NORMAL,2.00
9,37.2889767351,127.1075745583,-7.115,2.653,1,NORMAL,2.00
10,37.2889789351,127.1075635583,-8.089,2.898,1,NORMAL,2.00
11,37.2889822355,127.1075531288,-9.013,3.265,1,NORMAL,2.00
12,37.2889846355,127.1075418288,-10.014,3.533,1,NORMAL,2.00
13,37.2889873355,127.1075311288,-10.961,3.833,1,NORMAL,2.00
14,37.2889900355,127.1075207288,-11.883,4.134,1,NORMAL,2.00
15,37.2889927355,127.1075107288,-12.768,4.434,1,NORMAL,2.00
16,37.2889951355,127.1075009288,-13.636,4.701,1,NORMAL,2.00
17,37.2889974355,127.1074915288,-14.469,4.957,1,NORMAL,2.00
18,37.2890001355,127.1074813288,-15.372,5.258,1,NORMAL,2.00
19,37.2890032690,127.1074701583,-16.361,5.607,1,NORMAL,2.00
20,37.2890054689,127.1074610641,-17.167,5.852,1,NORMAL,2.00
21,37.2890081688,127.1074500583,-18.141,6.152,1,NORMAL,2.00
22,37.2890107687,127.1074397259,-19.057,6.442,1,NORMAL,2.00
23,37.2890134353,127.1074286848,-20.034,6.739,1,NORMAL,2.00
24,37.2890154351,127.1074198583,-20.816,6.961,1,NORMAL,2.00
25,37.2890179351,127.1074101583,-21.675,7.239,1,NORMAL,2.00
26,37.2890203351,127.1074012583,-22.463,7.507,1,NORMAL,2.00
27,37.2890234351,127.1073922583,-23.260,7.852,1,NORMAL,2.00
28,37.2890259016,127.1073832097,-24.062,8.126,1,NORMAL,2.00
29,37.2890278349,127.1073745288,-24.831,8.342,1,NORMAL,2.00
30,37.2890290481,127.1073667423,-25.520,8.477,1,NORMAL,2.00
