index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2890281683,127.1073777140,0.000,0.000,1,SLOPE,2.00
1,37.2890297338,127.1073670764,-0.942,0.174,1,SLOPE,2.00
2,37.2890311672,127.1073593647,-1.625,0.334,1,SLOPE,2.00
3,37.2890328003,127.1073509295,-2.372,0.516,1,SLOPE,2.00
4,37.2890338000,127.1073447117,-2.923,0.627,1,SLOPE,2.00
5,37.2890367667,127.1073333971,-3.925,0.957,1,SLOPE,2.00
6,37.2890389000,127.1073261382,-4.568,1.195,1,SLOPE,2.00
7,37.2890413000,127.1073162382,-5.445,1.462,1,SLOPE,2.00
8,37.2890437000,127.1073067000,-6.289,1.729,1,SLOPE,2.00
9,37.2890457998,127.1072955883,-7.273,1.963,1,SLOPE,2.00
10,37.2890475996,127.1072877971,-7.963,2.163,1,SLOPE,2.00
11,37.2890496328,127.1072784647,-8.790,2.389,1,SLOPE,2.00
12,37.2890509991,127.1072720117,-9.361,2.542,1,SLOPE,2.00
13,37.2890524665,127.1072639705,-10.074,2.705,1,SLOPE,2.00
