index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2889527683,127.1076587522,0.000,0.000,1,NORMAL,2.00
1,37.2889538683,127.1076552521,-0.310,0.122,1,NORMAL,2.00
2,37.2889562683,127.1076479522,-0.956,0.390,1,NORMAL,2.00
3,37.2889589683,127.1076389521,-1.754,0.690,1,NORMAL,2.00
4,37.2889617683,127.1076296521,-2.577,1.002,1,NORMAL,2.00
5,37.2889649683,127.1076197522,-3.454,1.358,1,NORMAL,2.00
6,37.2889681683,127.1076094522,-4.366,1.714,1,NORMAL,2.00
7,37.2889710683,127.1075992521,-5.270,2.037,1,NORMAL,2.00
8,37.2889736683,127.1075891521,-6.164,2.327,1,NORMAL,2.00
9,37.2889766017,127.1075785816,-7.100,2.653,1,NORMAL,2.00
10,37.2889789351,127.1075687551,-7.971,2.913,1,NORMAL,2.00
11,37.2889818354,127.1075573198,-8.983,3.236,1,NORMAL,2.00
12,37.2889851690,127.1075451816,-10.058,3.607,1,NORMAL,2.00
13,37.2889877356,127.1075356551,-10.902,3.893,1,NORMAL,2.00
14,37.2889905690,127.1075249198,-11.853,4.208,1,NORMAL,2.00
15,37.2889930023,127.1075144169,-12.783,4.479,1,NORMAL,2.00
16,37.2889958024,127.1075039463,-13.710,4.791,1,NORMAL,2.00
17,37.2889979690,127.1074953845,-14.469,5.032,1,NORMAL,2.00
18,37.2889998688,127.1074860227,-15.298,5.243,1,NORMAL,2.00
19,37.2890023354,127.1074765285,-16.139,5.518,1,NORMAL,2.00
20,37.2890053355,127.1074652551,-17.137,5.852,1,NORMAL,2.00
21,37.2890084355,127.1074552551,-18.023,6.197,1,NORMAL,2.00
22,37.2890114355,127.1074447551,-18.953,6.531,1,NORMAL,2.00
23,37.2890142355,127.1074350551,-19.812,6.842,1,NORMAL,2.00
24,37.2890170355,127.1074250551,-20.697,7.154,1,NORMAL,2.00
25,37.2890195355,127.1074153551,-21.556,7.432,1,NORMAL,2.00
26,37.2890219355,127.1074064551,-22.345,7.700,1,NORMAL,2.00
27,37.2890242353,127.1073977903,-23.112,7.956,1,NORMAL,2.00
28,37.2890267018,127.1073866463,-24.099,8.230,1,NORMAL,2.00
29,37.2890281683,127.1073777140,-24.890,8.393,1,NORMAL,2.00
