index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2890524665,127.1072639705,0.000,0.000,1,D_COURSE,2.00
1,37.2890538000,127.1072584000,-0.493,0.148,1,D_COURSE,2.00
2,37.2890560000,127.1072509000,-1.158,0.393,1,D_COURSE,2.00
3,37.2890576998,127.1072426324,-1.890,0.583,1,D_COURSE,2.00
4,37.2890609000,127.1072328000,-2.761,0.939,1,D_COURSE,2.00
5,37.2890633000,127.1072221000,-3.708,1.206,1,D_COURSE,2.00
6,37.2890660000,127.1072116000,-4.638,1.507,1,D_COURSE,2.00
7,37.2890688000,127.1072008000,-5.595,1.818,1,D_COURSE,2.00
8,37.2890719000,127.1071896000,-6.587,2.163,1,D_COURSE,2.00
9,37.2890750000,127.1071782000,-7.596,2.508,1,D_COURSE,2.00
10,37.2890780000,127.1071678000,-8.517,2.842,1,D_COURSE,2.00
11,37.2890817002,127.1071564295,-9.524,3.254,1,D_COURSE,2.00
12,37.2890854006,127.1071458295,-10.463,3.666,1,D_COURSE,2.00
13,37.2890883340,127.1071362676,-11.310,3.993,1,D_COURSE,2.00
14,37.2890911007,127.1071261353,-12.207,4.301,1,D_COURSE,2.00
15,37.2890949342,127.1071147295,-13.217,4.727,1,D_COURSE,2.00
16,37.2890986010,127.1071044647,-14.127,5.136,1,D_COURSE,2.00
17,37.2891014010,127.1070944353,-15.015,5.447,1,D_COURSE,2.00
18,37.2891043678,127.1070851440,-15.838,5.778,1,D_COURSE,2.00
19,37.2891081346,127.1070735735,-16.862,6.197,1,D_COURSE,2.00
20,37.2891116014,127.1070643175,-17.682,6.583,1,D_COURSE,2.00
21,37.2891159016,127.1070502029,-18.932,7.062,1,D_COURSE,2.00
22,37.2891188348,127.1070378647,-20.025,7.388,1,D_COURSE,2.00
23,37.2891215683,127.1070262647,-21.052,7.692,1,D_COURSE,2.00
24,37.2891230684,127.1070138324,-22.153,7.859,1,D_COURSE,2.00
25,37.2891235353,127.1070021382,-23.189,7.911,1,D_COURSE,2.00
26,37.2891223353,127.1069888647,-24.365,7.778,1,D_COURSE,2.00
27,37.2891191352,127.1069764427,-25.465,7.422,1,D_COURSE,2.00
28,37.2891129346,127.1069644207,-26.530,6.731,1,D_COURSE,2.00
29,37.2891051007,127.1069542883,-27.427,5.859,1,D_COURSE,2.00
30,37.2890978337,127.1069454236,-28.212,5.050,1,D_COURSE,2.00
31,37.2890908004,127.1069383647,-28.837,4.267,1,D_COURSE,2.00
32,37.2890818001,127.1069299942,-29.578,3.265,1,D_COURSE,2.00
33,37.2890740335,127.1069236618,-30.139,2.401,1,D_COURSE,2.00
34,37.2890664337,127.1069176971,-30.668,1.555,1,D_COURSE,2.00
35,37.2890566334,127.1069113942,-31.226,0.464,1,D_COURSE,2.00
36,37.2890484335,127.1069062265,-31.683,-0.449,1,D_COURSE,2.00
37,37.2890392001,127.1069013236,-32.118,-1.477,1,D_COURSE,2.00
38,37.2890308337,127.1068979294,-32.418,-2.408,1,D_COURSE,2.00
39,37.2890207001,127.1068938295,-32.781,-3.536,1,D_COURSE,2.00
40,37.2890114667,127.1068896942,-33.148,-4.564,1,D_COURSE,2.00
41,37.2890020000,127.1068872000,-33.369,-5.618,1,D_COURSE,2.00
42,37.2889925000,127.1068846000,-33.599,-6.675,1,D_COURSE,2.00
43,37.2889826000,127.1068840000,-33.652,-7.778,1,D_COURSE,2.00
44,37.2889728000,127.1068854000,-33.528,-8.868,1,D_COURSE,2.00
45,37.2889633000,127.1068885000,-33.253,-9.926,1,D_COURSE,2.00
46,37.2889540000,127.1068929000,-32.864,-10.961,1,D_COURSE,2.00
47,37.2889454000,127.1068986000,-32.359,-11.919,1,D_COURSE,2.00
48,37.2889375000,127.1069051000,-31.783,-12.798,1,D_COURSE,2.00
49,37.2889306000,127.1069131000,-31.075,-13.566,1,D_COURSE,2.00
50,37.2889243000,127.1069219000,-30.295,-14.267,1,D_COURSE,2.00
51,37.2889190000,127.1069312000,-29.472,-14.857,1,D_COURSE,2.00
52,37.2889137000,127.1069407000,-28.630,-15.447,1,D_COURSE,2.00
53,37.2889090000,127.1069504000,-27.771,-15.971,1,D_COURSE,2.00
54,37.2889049000,127.1069606000,-26.868,-16.427,1,D_COURSE,2.00
55,37.2889016000,127.1069713000,-25.920,-16.794,1,D_COURSE,2.00
56,37.2888989000,127.1069818000,-24.990,-17.095,1,D_COURSE,2.00
57,37.2888962000,127.1069929000,-24.007,-17.396,1,D_COURSE,2.00
58,37.2888947000,127.1070042000,-23.006,-17.562,1,D_COURSE,2.00
59,37.2888934994,127.1070174793,-21.830,-17.696,1,D_COURSE,2.00
60,37.2888950323,127.1070319644,-20.548,-17.525,1,D_COURSE,2.00
61,37.2889013326,127.1070426732,-19.599,-16.824,1,D_COURSE,2.00
62,37.2889096329,127.1070504055,-18.914,-15.900,1,D_COURSE,2.00
63,37.2889161326,127.1070566703,-18.359,-15.177,1,D_COURSE,2.00
64,37.2889266000,127.1070642466,-17.688,-14.011,1,D_COURSE,2.00
65,37.2889343331,127.1070692790,-17.243,-13.151,1,D_COURSE,2.00
66,37.2889427999,127.1070742143,-16.806,-12.208,1,D_COURSE,2.00
67,37.2889511000,127.1070783761,-16.437,-11.284,1,D_COURSE,2.00
68,37.2889588333,127.1070828350,-16.042,-10.423,1,D_COURSE,2.00
69,37.2889675001,127.1070868939,-15.683,-9.458,1,D_COURSE,2.00
70,37.2889752666,127.1070911528,-15.306,-8.594,1,D_COURSE,2.00
