index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2887290665,127.1066216077,0.000,0.000,1,NORMAL,2.00
1,37.2887251657,127.1066191255,-0.220,-0.434,1,NORMAL,2.00
2,37.2887216990,127.1066172683,-0.384,-0.820,1,NORMAL,2.00
3,37.2887181661,127.1066152359,-0.564,-1.213,1,NORMAL,2.00
4,37.2887130330,127.1066124330,-0.813,-1.785,1,NORMAL,2.00
5,37.2887082666,127.1066095462,-1.068,-2.315,1,NORMAL,2.00
6,37.2887017333,127.1066061624,-1.368,-3.043,1,NORMAL,2.00
7,37.2886948669,127.1066019757,-1.739,-3.807,1,NORMAL,2.00
8,37.2886869335,127.1065964831,-2.225,-4.690,1,NORMAL,2.00
9,37.2886766995,127.1065913773,-2.677,-5.829,1,NORMAL,2.00
10,37.2886693996,127.1065880831,-2.969,-6.642,1,NORMAL,2.00
11,37.2886639004,127.1065862948,-3.127,-7.254,1,NORMAL,2.00
12,37.2886565000,127.1065831272,-3.408,-8.078,1,NORMAL,2.00
