index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2887122666,127.1073448087,0.000,0.000,1,NORMAL,2.00
1,37.2887153341,127.1073372294,-0.671,0.341,1,NORMAL,2.00
2,37.2887175009,127.1073297929,-1.330,0.583,1,NORMAL,2.00
3,37.2887203011,127.1073230502,-1.927,0.894,1,NORMAL,2.00
4,37.2887234681,127.1073133854,-2.783,1.247,1,NORMAL,2.00
5,37.2887272020,127.1073036676,-3.644,1.663,1,NORMAL,2.00
6,37.2887320354,127.1072925382,-4.629,2.201,1,NORMAL,2.00
7,37.2887361681,127.1072828324,-5.489,2.661,1,NORMAL,2.00
8,37.2887414670,127.1072746502,-6.214,3.251,1,NORMAL,2.00
9,37.2887492665,127.1072692061,-6.696,4.119,1,NORMAL,2.00
10,37.2887590002,127.1072675210,-6.845,5.202,1,NORMAL,2.00
11,37.2887683337,127.1072716916,-6.476,6.241,1,NORMAL,2.00
12,37.2887792344,127.1072762239,-6.074,7.455,1,NORMAL,2.00
13,37.2887881344,127.1072803210,-5.711,8.446,1,NORMAL,2.00
14,37.2887961673,127.1072858679,-5.220,9.340,1,NORMAL,2.00
15,37.2888059341,127.1072915443,-4.717,10.427,1,NORMAL,2.00
16,37.2888148339,127.1072970178,-4.233,11.418,1,NORMAL,2.00
17,37.2888230338,127.1073032560,-3.680,12.331,1,NORMAL,2.00
18,37.2888311677,127.1073114531,-2.954,13.236,1,NORMAL,2.00
19,37.2888372347,127.1073225589,-1.971,13.911,1,NORMAL,2.00
20,37.2888415022,127.1073344265,-0.919,14.386,1,NORMAL,2.00
21,37.2888412691,127.1073471971,0.212,14.360,1,NORMAL,2.00
22,37.2888403030,127.1073588809,1.246,14.253,1,NORMAL,2.00
23,37.2888382700,127.1073704971,2.275,14.027,1,NORMAL,2.00
24,37.2888364031,127.1073837265,3.447,13.819,1,NORMAL,2.00
25,37.2888331026,127.1073975618,4.672,13.451,1,NORMAL,2.00
26,37.2888300691,127.1074096265,5.741,13.114,1,NORMAL,2.00
27,37.2888249351,127.1074235029,6.970,12.542,1,NORMAL,2.00
28,37.2888204013,127.1074371440,8.178,12.037,1,NORMAL,2.00
29,37.2888165678,127.1074489735,9.225,11.611,1,NORMAL,2.00
30,37.2888125678,127.1074612735,10.315,11.165,1,NORMAL,2.00
31,37.2888084346,127.1074749175,11.523,10.705,1,NORMAL,2.00
32,37.2888048016,127.1074870557,12.598,10.301,1,NORMAL,2.00
33,37.2888005683,127.1074998997,13.736,9.830,1,NORMAL,2.00
34,37.2887971352,127.1075122379,14.828,9.448,1,NORMAL,2.00
35,37.2887930682,127.1075242379,15.891,8.995,1,NORMAL,2.00
36,37.2887884677,127.1075382114,17.129,8.483,1,NORMAL,2.00
37,37.2887850006,127.1075492673,18.108,8.097,1,NORMAL,2.00
38,37.2887814668,127.1075602586,19.081,7.703,1,NORMAL,2.00
39,37.2887781665,127.1075714175,20.070,7.336,1,NORMAL,2.00
40,37.2887748330,127.1075806000,20.883,6.965,1,NORMAL,2.00
41,37.2887715330,127.1075930000,21.981,6.598,1,NORMAL,2.00
42,37.2887672330,127.1076053000,23.070,6.119,1,NORMAL,2.00
43,37.2887625330,127.1076172000,24.124,5.596,1,NORMAL,2.00
44,37.2887582330,127.1076282000,25.099,5.117,1,NORMAL,2.00
45,37.2887562666,127.1076339353,25.606,4.898,1,NORMAL,2.00
