index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2890530000,127.1072633000,0.000,0.000,1,D_COURSE,2.00
1,37.2890538000,127.1072584000,-0.434,0.089,1,D_COURSE,2.00
2,37.2890560000,127.1072509000,-1.098,0.334,1,D_COURSE,2.00
3,37.2890585000,127.1072428000,-1.816,0.612,1,D_COURSE,2.00
4,37.2890609000,127.1072328000,-2.701,0.879,1,D_COURSE,2.00
5,37.2890633000,127.1072221000,-3.649,1.147,1,D_COURSE,2.00
6,37.2890660000,127.1072116000,-4.579,1.447,1,D_COURSE,2.00
7,37.2890688000,127.1072008000,-5.535,1.759,1,D_COURSE,2.00
8,37.2890719000,127.1071896000,-6.527,2.104,1,D_COURSE,2.00
9,37.2890750000,127.1071782000,-7.537,2.449,1,D_COURSE,2.00
10,37.2890780000,127.1071678000,-8.458,2.783,1,D_COURSE,2.00
11,37.2890809000,127.1071571000,-9.406,3.106,1,D_COURSE,2.00
12,37.2890847337,127.1071459971,-10.389,3.533,1,D_COURSE,2.00
13,37.2890883340,127.1071357647,-11.295,3.933,1,D_COURSE,2.00
14,37.2890916342,127.1071252971,-12.222,4.301,1,D_COURSE,2.00
15,37.2890954677,127.1071143942,-13.188,4.727,1,D_COURSE,2.00
16,37.2890983343,127.1071044647,-14.067,5.047,1,D_COURSE,2.00
17,37.2891016678,127.1070941000,-14.985,5.418,1,D_COURSE,2.00
18,37.2891054347,127.1070827971,-15.986,5.837,1,D_COURSE,2.00
19,37.2891084013,127.1070713942,-16.996,6.167,1,D_COURSE,2.00
20,37.2891114680,127.1070614676,-17.875,6.509,1,D_COURSE,2.00
21,37.2891145679,127.1070498676,-18.903,6.854,1,D_COURSE,2.00
22,37.2891181680,127.1070393735,-19.832,7.254,1,D_COURSE,2.00
23,37.2891219684,127.1070257618,-21.037,7.678,1,D_COURSE,2.00
24,37.2891244021,127.1070129942,-22.168,7.948,1,D_COURSE,2.00
25,37.2891243355,127.1070011324,-23.219,7.941,1,D_COURSE,2.00
26,37.2891235356,127.1069895353,-24.246,7.852,1,D_COURSE,2.00
27,37.2891203355,127.1069760236,-25.443,7.496,1,D_COURSE,2.00
28,37.2891134681,127.1069632472,-26.574,6.731,1,D_COURSE,2.00
29,37.2891060343,127.1069539531,-27.397,5.904,1,D_COURSE,2.00
30,37.2890974336,127.1069454236,-28.153,4.946,1,D_COURSE,2.00
31,37.2890896001,127.1069373589,-28.867,4.074,1,D_COURSE,2.00
32,37.2890814000,127.1069310000,-29.430,3.161,1,D_COURSE,2.00
33,37.2890735000,127.1069245000,-30.006,2.282,1,D_COURSE,2.00
34,37.2890651000,127.1069182000,-30.564,1.347,1,D_COURSE,2.00
35,37.2890565000,127.1069124000,-31.077,0.390,1,D_COURSE,2.00
36,37.2890479000,127.1069074000,-31.520,-0.568,1,D_COURSE,2.00
37,37.2890388000,127.1069030000,-31.910,-1.581,1,D_COURSE,2.00
38,37.2890295000,127.1068986000,-32.300,-2.616,1,D_COURSE,2.00
39,37.2890203000,127.1068945000,-32.663,-3.640,1,D_COURSE,2.00
40,37.2890112000,127.1068907000,-32.999,-4.653,1,D_COURSE,2.00
41,37.2890020000,127.1068872000,-33.309,-5.677,1,D_COURSE,2.00
42,37.2889925000,127.1068846000,-33.539,-6.735,1,D_COURSE,2.00
43,37.2889826000,127.1068840000,-33.593,-7.837,1,D_COURSE,2.00
44,37.2889728000,127.1068854000,-33.469,-8.928,1,D_COURSE,2.00
45,37.2889633000,127.1068885000,-33.194,-9.985,1,D_COURSE,2.00
46,37.2889540000,127.1068929000,-32.804,-11.021,1,D_COURSE,2.00
47,37.2889454000,127.1068986000,-32.300,-11.978,1,D_COURSE,2.00
48,37.2889375000,127.1069051000,-31.724,-12.857,1,D_COURSE,2.00
49,37.2889306000,127.1069131000,-31.015,-13.626,1,D_COURSE,2.00
50,37.2889243000,127.1069219000,-30.236,-14.327,1,D_COURSE,2.00
51,37.2889192667,127.1069310324,-29.427,-14.887,1,D_COURSE,2.00
52,37.2889141001,127.1069423764,-28.422,-15.462,1,D_COURSE,2.00
53,37.2889087333,127.1069532498,-27.459,-16.060,1,D_COURSE,2.00
54,37.2889046333,127.1069642880,-26.482,-16.516,1,D_COURSE,2.00
55,37.2889013333,127.1069733117,-25.683,-16.883,1,D_COURSE,2.00
56,37.2888989000,127.1069818000,-24.931,-17.154,1,D_COURSE,2.00
57,37.2888955331,127.1069927324,-23.963,-17.529,1,D_COURSE,2.00
58,37.2888936330,127.1070055411,-22.828,-17.741,1,D_COURSE,2.00
59,37.2888936328,127.1070196586,-21.578,-17.741,1,D_COURSE,2.00
60,37.2888966328,127.1070312939,-20.548,-17.407,1,D_COURSE,2.00
61,37.2889018661,127.1070414997,-19.644,-16.824,1,D_COURSE,2.00
62,37.2889096329,127.1070493997,-18.944,-15.960,1,D_COURSE,2.00
63,37.2889177330,127.1070553291,-18.419,-15.058,1,D_COURSE,2.00
64,37.2889270001,127.1070625702,-17.778,-14.026,1,D_COURSE,2.00
65,37.2889356669,127.1070691114,-17.198,-13.061,1,D_COURSE,2.00
66,37.2889453339,127.1070757230,-16.613,-11.985,1,D_COURSE,2.00
67,37.2889544343,127.1070813936,-16.110,-10.972,1,D_COURSE,2.00
68,37.2889600336,127.1070848466,-15.805,-10.349,1,D_COURSE,2.00
69,37.2889684337,127.1070899114,-15.356,-9.414,1,D_COURSE,2.00
70,37.2889756667,127.1070945055,-14.949,-8.609,1,D_COURSE,2.00
71,37.2889844671,127.1071000321,-14.460,-7.629,1,D_COURSE,2.00
72,37.2889901671,127.1071075291,-13.796,-6.995,1,D_COURSE,2.00
73,37.2889940003,127.1071173673,-12.924,-6.568,1,D_COURSE,2.00
74,37.2889961003,127.1071243233,-12.308,-6.334,1,D_COURSE,2.00
75,37.2889961335,127.1071321499,-11.615,-6.330,1,D_COURSE,2.00
76,37.2889951000,127.1071380000,-11.097,-6.445,1,D_COURSE,2.00
77,37.2889935000,127.1071469000,-10.309,-6.624,1,D_COURSE,2.00
78,37.2889911000,127.1071560000,-9.503,-6.891,1,D_COURSE,2.00
79,37.2889880000,127.1071663000,-8.591,-7.236,1,D_COURSE,2.00
80,37.2889845000,127.1071765000,-7.687,-7.625,1,D_COURSE,2.00
