index,latitude,longitude,x_m,y_m,direction,mode,drive_level
0,37.2886865830,127.1072833671,0.000,0.000,1,T_PARK,2.00
1,37.2886854245,127.1072860655,0.239,-0.129,1,T_PARK,2.00
2,37.2886844578,127.1072883200,0.439,-0.237,1,T_PARK,2.00
3,37.2886833325,127.1072912394,0.697,-0.362,1,T_PARK,2.00
4,37.2886810665,127.1072954926,1.074,-0.614,1,T_PARK,2.00
5,37.2886775667,127.1072992867,1.410,-1.004,1,T_PARK,2.00
6,37.2886728001,127.1073022448,1.672,-1.534,1,T_PARK,2.00
7,37.2886680671,127.1073048021,1.898,-2.061,1,T_PARK,2.00
8,37.2886634677,127.1073074557,2.133,-2.573,1,T_PARK,2.00
9,37.2886569342,127.1073099055,2.350,-3.300,1,T_PARK,2.00
10,37.2886497341,127.1073097525,2.337,-4.102,1,T_PARK,2.00
11,37.2886409669,127.1073070745,2.100,-5.078,1,T_PARK,2.00
12,37.2886325333,127.1073030230,1.741,-6.017,1,T_PARK,2.00
13,37.2886229660,127.1072987877,1.366,-7.082,1,T_PARK,2.00
14,37.2886146661,127.1072948334,1.016,-8.006,1,T_PARK,2.00
15,37.2886067996,127.1072913724,0.709,-8.881,1,T_PARK,2.00
16,37.2885995001,127.1072880724,0.417,-9.694,1,T_PARK,2.00
17,37.2885900665,127.1072839856,0.055,-10.744,1,T_PARK,2.00
18,37.2885816001,127.1072803055,-0.271,-11.687,1,T_PARK,2.00
19,37.2885720333,127.1072765644,-0.602,-12.752,1,T_PARK,2.00
20,37.2885624330,127.1072723233,-0.978,-13.820,1,T_PARK,2.00
21,37.2885544332,127.1072683499,-1.330,-14.711,1,T_PARK,2.00
22,37.2885455664,127.1072648498,-1.640,-15.698,1,T_PARK,2.00
23,37.2885371333,127.1072619204,-1.899,-16.637,1,T_PARK,2.00
24,37.2885291336,127.1072576117,-2.281,-17.527,1,T_PARK,2.00
25,37.2885192000,127.1072529000,-2.698,-18.633,1,T_PARK,2.00
26,37.2885112000,127.1072493000,-3.017,-19.524,1,T_PARK,2.00
27,37.2885042000,127.1072460000,-3.309,-20.303,1,T_PARK,2.00
28,37.2884995000,127.1072438000,-3.504,-20.826,1,T_PARK,2.00
29,37.2884940000,127.1072411000,-3.743,-21.438,1,T_PARK,2.00
30,37.2884877000,127.1072374000,-4.071,-22.140,1,T_PARK,2.00
31,37.2884816000,127.1072341000,-4.363,-22.819,1,T_PARK,2.00
32,37.2884769000,127.1072323000,-4.523,-23.342,1,T_PARK,2.00
33,37.2884738994,127.1072313265,-4.609,-23.676,1,T_PARK,2.00
34,37.2884789001,127.1072342382,-4.351,-23.119,1,T_PARK,2.00
35,37.2884820338,127.1072358660,-4.207,-22.770,1,T_PARK,2.00
36,37.2884853335,127.1072374955,-4.063,-22.403,1,T_PARK,2.00
37,37.2884897329,127.1072404801,-3.798,-21.913,1,T_PARK,2.00
38,37.2884983000,127.1072451000,-3.389,-20.960,1,T_PARK,2.00
39,37.2885047000,127.1072522000,-2.760,-20.247,1,T_PARK,2.00
40,37.2885096999,127.1072587398,-2.181,-19.691,1,T_PARK,2.00
41,37.2885147005,127.1072676162,-1.395,-19.134,1,T_PARK,2.00
42,37.2885197013,127.1072779220,-0.482,-18.577,1,T_PARK,2.00
43,37.2885209682,127.1072869265,0.315,-18.436,1,T_PARK,2.00
44,37.2885193347,127.1072975324,1.255,-18.618,1,T_PARK,2.00
45,37.2885156342,127.1073072581,2.116,-19.030,1,T_PARK,2.00
46,37.2885122673,127.1073175029,3.023,-19.405,1,T_PARK,2.00
47,37.2885090002,127.1073270838,3.872,-19.768,1,T_PARK,2.00
48,37.2885054666,127.1073355324,4.620,-20.162,1,T_PARK,2.00
49,37.2885034000,127.1073417000,5.166,-20.392,1,T_PARK,2.00
50,37.2885025000,127.1073442000,5.388,-20.492,1,T_PARK,2.00
51,37.2885010000,127.1073486000,5.777,-20.659,1,T_PARK,2.00
52,37.2884989000,127.1073539000,6.247,-20.893,1,T_PARK,2.00
53,37.2884981000,127.1073558000,6.415,-20.982,1,T_PARK,2.00
54,37.2884983999,127.1073538647,6.244,-20.948,1,T_PARK,2.00
55,37.2885000676,127.1073501170,5.912,-20.763,1,T_PARK,2.00
56,37.2885016008,127.1073460796,5.554,-20.592,1,T_PARK,2.00
57,37.2885032007,127.1073411921,5.121,-20.414,1,T_PARK,2.00
58,37.2885048339,127.1073362162,4.681,-20.232,1,T_PARK,2.00
59,37.2885076672,127.1073286867,4.014,-19.917,1,T_PARK,2.00
60,37.2885107673,127.1073209507,3.329,-19.572,1,T_PARK,2.00
61,37.2885143010,127.1073124146,2.573,-19.178,1,T_PARK,2.00
62,37.2885180679,127.1073023212,1.679,-18.759,1,T_PARK,2.00
63,37.2885217345,127.1072928278,0.838,-18.351,1,T_PARK,2.00
64,37.2885263012,127.1072840117,0.057,-17.842,1,T_PARK,2.00
65,37.2885315010,127.1072781270,-0.464,-17.264,1,T_PARK,2.00
66,37.2885380674,127.1072739432,-0.835,-16.533,1,T_PARK,2.00
67,37.2885447670,127.1072716859,-1.035,-15.787,1,T_PARK,2.00
68,37.2885521000,127.1072711000,-1.086,-14.971,1,T_PARK,2.00
69,37.2885608000,127.1072745000,-0.785,-14.002,1,T_PARK,2.00
70,37.2885699000,127.1072780000,-0.475,-12.989,1,T_PARK,2.00
71,37.2885790000,127.1072815000,-0.165,-11.976,1,T_PARK,2.00
72,37.2885881000,127.1072848000,0.127,-10.963,1,T_PARK,2.00
73,37.2885968000,127.1072885000,0.455,-9.995,1,T_PARK,2.00
74,37.2886060000,127.1072927000,0.827,-8.970,1,T_PARK,2.00
75,37.2886147000,127.1072970000,1.207,-8.002,1,T_PARK,2.00
