x,y,yaw,dir
-0.9364,17.9626,-2.6196,1
-1.0307,17.9108,-2.6359,1
-1.1242,17.8663,-2.6570,1
-1.2479,17.8020,-2.6871,1
-1.3596,17.7505,-2.7184,1
-1.5148,17.6913,-2.7859,1
-1.6115,17.6537,-2.8135,1
-1.7549,17.6395,-2.8501,1
-1.8772,17.6245,-2.8459,1
-2.0007,17.5908,-2.8461,1
-2.1342,17.5571,-2.8461,1
-2.2300,17.5278,-2.8461,1
-2.3455,17.4789,-2.8461,1
-2.4718,17.4524,-2.8461,1
-2.5747,17.4161,-2.8461,1
-2.7182,17.3724,-2.8461,1
-2.8617,17.3287,-2.8461,1
-2.9978,17.2924,-2.8461,1
-3.1009,17.2559,-2.8461,1
-3.2444,17.2122,-2.8461,1
-3.3879,17.1685,-2.8461,1
-3.5221,17.1340,-2.8461,1
-3.6749,17.0812,-2.8493,1
-3.7992,17.0603,-2.8901,1
-3.9162,17.0265,-2.9517,1
-4.0465,17.0004,-3.0278,1
-4.1656,16.9841,-3.1193,1
-4.3004,16.9999,3.0795,1
-4.4036,17.0827,2.9995,1
-4.4113,17.2093,2.9758,1
-4.3590,17.3563,3.0025,1
-4.3774,17.4689,3.1117,1
-4.5071,17.4549,-3.0437,1
-4.6060,17.4206,-2.9528,1
-4.7320,17.3594,-2.8628,1
-4.8378,17.2839,-2.7766,1
-4.9395,17.2239,-2.6850,1
-5.0649,17.1248,-2.5956,1
-5.1488,17.0275,-2.5546,1
-5.2397,16.9353,-2.4667,1
-5.3418,16.8079,-2.3783,1
-5.4233,16.7071,-2.2907,1
-5.5027,16.5971,-2.2218,1
-5.5645,16.4780,-2.1794,1
-5.6987,16.3138,-2.1655,1
-5.7706,16.2273,-2.1626,1
-5.8809,16.0982,-2.1637,1
-5.9723,15.9879,-2.1664,1
-6.0419,15.8918,-2.1701,1
-6.1203,15.7742,-2.1701,1
-6.2011,15.6541,-2.1701,1
-6.2675,15.5615,-2.1701,1
-6.3521,15.4377,-2.1701,1
-6.4368,15.3138,-2.1701,1
-6.5114,15.2000,-2.1701,1
-6.5960,15.0761,-2.1701,1
-6.6806,14.9522,-2.1701,1
-6.7399,14.8668,-2.1701,1
-6.8216,14.7458,-2.1701,1
-6.8982,14.6300,-2.1701,1
-6.9568,14.5452,-2.1701,1
-7.0435,14.4193,-2.1701,1
-7.1037,14.3329,-2.1701,1
-7.1789,14.2195,-2.1880,1
-7.2869,14.1088,-2.2276,1
-7.4084,13.9794,-2.2607,1
-7.4842,13.8940,-2.2722,1
-7.5676,13.7879,-2.2657,1
-7.6499,13.6864,-2.2657,1
-7.7559,13.5612,-2.2657,1
-7.8494,13.4486,-2.2657,1
-7.9460,13.3328,-2.2657,1
-8.0441,13.2156,-2.2657,1
-8.1355,13.1066,-2.2880,1
-8.2068,13.0258,-2.3028,1
-8.3033,12.9412,-2.3080,1
