x,y,yaw,dir
-8.3745,12.8604,-2.3047,1
-8.4649,12.7591,-2.3047,1
-8.5419,12.6748,-2.3047,1
-8.6424,12.5634,-2.3047,1
-8.7329,12.4620,-2.3047,1
-8.8098,12.3778,-2.3047,1
-8.9103,12.2664,-2.3047,1
-9.0065,12.1593,-2.3047,1
-9.0777,12.0808,-2.3047,1
-9.1769,11.9707,-2.3047,1
-9.2697,11.8670,-2.3047,1
-9.3443,11.7851,-2.3047,1
-9.4460,11.6725,-2.3047,1
-9.5466,11.5610,-2.3047,1
-9.6378,11.4588,-2.3047,1
-9.7141,11.3753,-2.3047,1
-9.8145,11.2640,-2.3047,1
-9.9050,11.1626,-2.3047,1
-9.9820,11.0783,-2.3047,1
-10.0824,10.9669,-2.3047,1
-10.1729,10.8656,-2.3047,1
-10.2499,10.7813,-2.3047,1
-10.3504,10.6699,-2.3047,1
-10.4508,10.5585,-2.3047,1
-10.5513,10.4472,-2.3047,1
-10.6418,10.3458,-2.3047,1
-10.7187,10.2615,-2.3047,1
-10.8092,10.1601,-2.3047,1
-10.8848,10.0773,-2.3047,1
-10.9532,10.0016,-2.3047,1
-11.0472,9.8967,-2.3047,1
-11.1206,9.8160,-2.3047,1
-11.2211,9.7046,-2.3047,1
-11.3216,9.5932,-2.3047,1
-11.4220,9.4819,-2.3047,1
-11.5225,9.3705,-2.3047,1
-11.6130,9.2691,-2.3047,1
-11.7134,9.1577,-2.3047,1
-11.8195,9.0407,-2.3047,1
-11.9144,8.9349,-2.3047,1
-11.9827,8.8593,-2.3047,1
-12.0818,8.7493,-2.3047,1
-12.1923,8.6279,-2.3047,1
-12.2858,8.5235,-2.3047,1
-12.3832,8.4152,-2.3047,1
-12.4837,8.3038,-2.3047,1
-12.5842,8.1924,-2.3047,1
-12.6846,8.0810,-2.3047,1
-12.7851,7.9696,-2.3047,1
-12.8856,7.8582,-2.3047,1
-12.9860,7.7469,-2.3047,1
-13.0865,7.6355,-2.3047,1
-13.1870,7.5241,-2.3047,1
-13.2875,7.4127,-2.3047,1
-13.3879,7.3013,-2.3014,1
-13.4861,7.1879,-2.2600,1
-13.5464,7.0651,-2.1089,1
-13.5850,6.9618,-2.0127,1
-13.6014,6.8621,-1.9240,1
-13.6133,6.7440,-1.8429,1
-13.6243,6.6192,-1.7871,1
-13.6406,6.4934,-1.7536,1
-13.6572,6.3847,-1.7412,1
-13.6712,6.2856,-1.7515,1
-13.6885,6.1871,-1.7545,1
-13.7049,6.0594,-1.7614,1
-13.7333,5.9121,-1.7614,1
-13.7522,5.8039,-1.7614,1
-13.7807,5.6566,-1.7614,1
-13.8091,5.5093,-1.7614,1
-13.8375,5.3621,-1.7614,1
-13.8659,5.2148,-1.7614,1
-13.8943,5.0675,-1.7614,1
-13.9227,4.9202,-1.7614,1
-13.9512,4.7729,-1.7614,1
-13.9796,4.6256,-1.7614,1
-14.0080,4.4784,-1.7614,1
-14.0364,4.3311,-1.7614,1
-14.0648,4.1838,-1.7614,1
-14.0932,4.0365,-1.7614,1
-14.1216,3.8892,-1.7614,1
-14.1501,3.7419,-1.7614,1
-14.1785,3.5947,-1.7614,1
-14.2069,3.4474,-1.7614,1
-14.2341,3.2999,-1.7377,1
-14.2494,3.1570,-1.6622,1
-14.2309,3.0217,-1.5406,1
-14.2141,2.9221,-1.4468,1
-14.1563,2.8136,-1.3589,1
-14.0850,2.6693,-1.2447,1
-14.0243,2.5858,-1.2013,1
-13.9799,2.4936,-1.1815,1
-13.9298,2.4023,-1.1842,1
-13.8901,2.3100,-1.1874,1
-13.8513,2.2178,-1.1937,1
-13.7961,2.0884,-1.1941,1
-13.7409,1.9489,-1.1941,1
-13.6857,1.8094,-1.1941,1
-13.6405,1.6699,-1.1941,1
-13.6030,1.5770,-1.1941,1
-13.5570,1.4840,-1.1941,1
-13.5018,1.3445,-1.1941,1
-13.4466,1.2050,-1.1941,1
-13.3914,1.0655,-1.1941,1
-13.3463,0.9260,-1.1941,1
-13.2993,0.8331,-1.1879,1
-13.2420,0.6948,-1.1367,1
-13.1649,0.5807,-1.0252,1
-13.0923,0.4968,-0.9307,1
-13.0133,0.4217,-0.8383,1
-12.9122,0.3661,-0.7494,1
-12.8103,0.3145,-0.6618,1
-12.6657,0.2523,-0.5396,1
-12.5255,0.2077,-0.4669,1
-12.3926,0.1676,-0.4538,1
-12.2918,0.1254,-0.4533,1
-12.1907,0.0841,-0.4661,1
-12.0659,0.0282,-0.4457,1
-11.9656,0.0021,-0.3643,1
-11.8276,-0.0213,-0.2340,1
-11.6757,-0.0269,-0.0929,1
-11.5710,-0.0019,-0.0029,1
-11.4603,0.0239,0.0836,1
-11.3611,0.0664,0.1509,1
-11.2625,0.0947,0.1967,1
-11.1650,0.1281,0.2104,1
-11.0661,0.1511,0.2076,1
-10.9403,0.1545,0.1751,1
-10.7993,0.1800,0.0928,1
-10.6613,0.1835,-0.0280,1
-10.5236,0.1464,-0.1034,1
-10.4241,0.1222,-0.1263,1
-10.3258,0.0926,-0.1231,1
-10.2267,0.0788,-0.1166,1
-10.1237,0.0565,-0.1131,1
-10.0208,0.0452,-0.1131,1
-9.8990,0.0283,-0.1131,1
-9.7995,0.0170,-0.1131,1
-9.6903,0.0057,-0.1131,1
-9.5465,-0.0112,-0.1131,1
-9.3922,-0.0282,-0.1131,1
-9.2432,-0.0451,-0.1131,1
-9.0882,-0.0620,-0.1131,1
-8.9748,-0.0733,-0.1131,1
-8.8258,-0.0903,-0.1131,1
-8.7164,-0.1016,-0.1131,1
-8.6076,-0.1129,-0.1131,1
-8.4818,-0.1298,-0.1131,1
-8.3786,-0.1411,-0.1131,1
-8.2491,-0.1580,-0.1131,1
-8.1105,-0.1750,-0.1131,1
-8.0012,-0.1862,-0.1131,1
-7.8621,-0.2032,-0.1131,1
-7.7528,-0.2145,-0.1131,1
-7.6037,-0.2314,-0.1131,1
-7.4944,-0.2427,-0.1131,1
-7.3733,-0.2540,-0.1131,1
-7.2557,-0.2653,-0.1131,1
-7.1463,-0.2766,-0.1131,1
-7.0389,-0.2879,-0.1131,1
-6.9320,-0.2991,-0.1131,1
-6.8182,-0.3104,-0.1131,1
-6.6989,-0.3217,-0.1131,1
-6.5895,-0.3330,-0.1131,1
-6.4381,-0.3500,-0.1131,1
-6.3211,-0.3612,-0.1131,1
-6.2117,-0.3725,-0.1131,1
-6.0627,-0.3895,-0.1131,1
-5.9137,-0.4064,-0.1131,1
-5.8043,-0.4177,-0.1131,1
-5.6553,-0.4346,-0.1131,1
-5.5551,-0.4459,-0.1131,1
-5.4465,-0.4571,-0.1089,1
-5.3233,-0.4717,-0.0908,1
-5.1778,-0.4752,-0.0893,1
-5.0284,-0.4885,-0.0874,1
-4.8945,-0.5002,-0.0715,1
-4.7691,-0.4973,-0.0702,1
-4.6329,-0.5075,-0.0611,1
-4.4885,-0.5146,-0.0401,1
-4.3498,-0.5105,-0.0385,1
-4.1999,-0.5163,-0.0385,1
-4.0620,-0.5215,-0.0257,1
-3.9600,-0.5235,-0.0166,1
-3.8500,-0.5251,-0.0153,1
-3.7100,-0.5174,-0.0141,1
-3.5700,-0.5176,0.0153,1
-3.4639,-0.5154,0.0260,1
-3.3009,-0.5017,0.0278,1
-3.1702,-0.4971,0.0279,1
-3.0301,-0.4930,0.0279,1
-2.9205,-0.4902,0.0279,1
-2.8203,-0.4874,0.0279,1
-2.6842,-0.4832,0.0279,1
-2.5804,-0.4804,0.0279,1
-2.4305,-0.4762,0.0279,1
-2.2805,-0.4721,0.0279,1
-2.1306,-0.4679,0.0279,1
-0.6107,-0.2100,0.0074,1
0.1665,-0.0806,-0.0025,1
0.3064,-0.0791,-0.0032,1
0.4098,-0.0796,-0.0032,1
0.5435,-0.0843,-0.0032,1
0.6615,-0.0861,-0.0032,1
0.7676,-0.0821,-0.0050,1
0.8676,-0.0847,-0.0050,1
0.9952,-0.0853,-0.0050,1
1.1023,-0.0874,-0.0050,1
1.2180,-0.0856,-0.0067,1
1.3266,-0.0857,-0.0067,1
1.4546,-0.0855,-0.0079,1
1.3473,-0.0884,-0.0064,1
1.2344,-0.0906,-0.0073,1
1.3444,-0.0896,-0.0085,1
1.4471,-0.0858,-0.0085,1
1.5943,-0.0967,-0.0085,1
1.7445,-0.0914,-0.0085,1
1.8907,-0.0957,-0.0085,1
1.9939,-0.0979,-0.0085,1
2.0947,-0.0987,-0.0085,1
2.1947,-0.0960,-0.0085,1
2.3443,-0.1001,-0.0085,1
2.4443,-0.1008,-0.0091,1
2.5943,-0.1027,-0.0215,1
2.7441,-0.1097,-0.0798,1
2.8435,-0.1311,-0.1470,1
2.9418,-0.1616,-0.2367,1
3.0406,-0.2251,-0.3087,1
3.1314,-0.2682,-0.3540,1
3.2577,-0.3403,-0.3766,1
3.3905,-0.4052,-0.3650,1
3.4858,-0.4428,-0.3617,1
3.5817,-0.4793,-0.3617,1
3.7196,-0.5323,-0.3617,1
3.8141,-0.5664,-0.3617,1
3.9544,-0.6195,-0.3617,1
4.0947,-0.6726,-0.3617,1
4.2350,-0.7257,-0.3661,1
4.3739,-0.7917,-0.4102,1
4.5096,-0.8737,-0.5144,1
4.5854,-0.9484,-0.6123,1
4.6810,-1.0633,-0.7527,1
4.7526,-1.1494,-0.8577,1
4.8123,-1.2841,-0.9747,1
4.8336,-1.3906,-1.0593,1
4.8577,-1.4902,-1.1474,1
4.8739,-1.6036,-1.2355,1
4.8857,-1.7485,-1.3698,1
4.8675,-1.8575,-1.4576,1
4.8470,-1.9643,-1.5359,1
4.8222,-2.1000,-1.6082,1
4.8894,-2.1891,-1.6291,1
4.9869,-2.2169,-1.6306,1
4.9909,-2.3506,-1.6218,1
4.9848,-2.4528,-1.6166,1
4.9828,-2.5529,-1.6179,1
4.9742,-2.6975,-1.6184,1
4.9735,-2.7989,-1.6184,1
4.9625,-2.9393,-1.6180,1
4.9591,-3.0742,-1.6202,1
4.9558,-3.2115,-1.6202,1
4.9435,-3.3238,-1.6202,1
4.9338,-3.4249,-1.6225,1
4.9220,-3.5408,-1.6225,1
4.9047,-3.6433,-1.6225,1
4.8846,-3.7576,-1.6225,1
4.8622,-3.8689,-1.6225,1
4.8363,-3.9673,-1.6225,1
4.8224,-4.0821,-1.6225,1
4.8045,-4.1897,-1.6225,1
4.7938,-4.2969,-1.6225,1
4.7764,-4.4161,-1.6225,1
4.7600,-4.5310,-1.6225,1
4.7434,-4.6510,-1.6225,1
4.7388,-4.7566,-1.6242,1
4.7263,-4.8949,-1.6251,1
4.7162,-4.9999,-1.6268,1
4.7097,-5.1106,-1.6268,1
4.7014,-5.2432,-1.6181,1
4.6972,-5.3647,-1.5686,1
4.7175,-5.4699,-1.5453,1
4.7264,-5.5764,-1.5435,1
4.7384,-5.6811,-1.5467,1
4.7549,-5.7905,-1.5486,1
4.7673,-5.8900,-1.5486,1
4.7731,-6.0010,-1.5486,1
4.7812,-6.1188,-1.5491,1
4.7899,-6.2503,-1.5504,1
4.7952,-6.3641,-1.5504,1
4.8053,-6.4844,-1.5521,1
4.8108,-6.6129,-1.5521,1
4.8178,-6.8112,-1.5539,1
4.8196,-6.9271,-1.5539,1
4.8269,-7.0376,-1.5554,1
4.8344,-7.1428,-1.5573,1
4.8353,-7.3183,-1.5573,1
4.8477,-7.4242,-1.5608,1
4.8456,-7.5837,-1.5608,1
4.8560,-7.7042,-1.5643,1
4.8565,-7.8459,-1.5661,1
4.8652,-7.9994,-1.5685,1
4.8656,-8.1232,-1.5712,1
4.8720,-8.2553,-1.5765,1
4.8757,-8.3558,-1.5787,1
4.8755,-8.4620,-1.5835,1
4.8733,-8.6066,-1.5905,1
4.8759,-8.7141,-1.5924,1
4.8747,-8.8598,-1.6027,1
4.8724,-9.0199,-1.6114,1
4.8723,-9.1202,-1.6130,1
4.8726,-9.2206,-1.6341,1
4.8658,-9.3298,-1.6562,1
4.8573,-9.4591,-1.6795,1
4.8406,-9.5694,-1.6952,1
4.8225,-9.6772,-1.7039,1
4.8194,-9.8182,-1.7266,1
4.7965,-9.9817,-1.7493,1
4.7795,-10.1018,-1.7550,1
4.7546,-10.2264,-1.7772,1
4.7249,-10.3678,-1.7929,1
4.6957,-10.4677,-1.8112,1
4.6731,-10.5958,-1.8080,1
4.6492,-10.7259,-1.7610,1
4.6314,-10.8482,-1.7720,1
4.6049,-10.9651,-1.8121,1
4.5670,-11.0943,-1.8061,1
4.5497,-11.2040,-1.7720,1
4.5562,-11.3647,-1.6462,1
4.5688,-11.4981,-1.5792,1
4.5993,-11.6206,-1.5334,1
4.6298,-11.7520,-1.4911,1
4.7150,-11.8690,-1.5079,1
4.7471,-11.9677,-1.5024,1
4.7653,-12.1112,-1.4924,1
4.8007,-12.2049,-1.5035,1
4.8017,-12.4042,-1.6177,1
4.8071,-12.5305,-1.6459,1
4.7782,-12.6292,-1.6588,1
4.7537,-12.7629,-1.6549,1
4.7352,-12.8626,-1.6550,1
4.7226,-13.0020,-1.6550,1
4.7200,-13.1615,-1.6550,1
4.6974,-13.3110,-1.6550,1
4.6848,-13.4544,-1.6550,1
4.6722,-13.6073,-1.6550,1
4.6696,-13.7594,-1.6550,1
4.6524,-13.9041,-1.6482,1
4.6279,-14.0485,-1.5957,1
4.6333,-14.1878,-1.4378,1
4.6621,-14.3146,-1.2956,1
4.7636,-14.4394,-1.2041,1
4.8244,-14.5309,-1.1159,1
4.9031,-14.6184,-1.0278,1
4.9853,-14.6961,-0.9381,1
5.0743,-14.7694,-0.8588,1
5.1892,-14.8431,-0.8017,1
5.2828,-14.9130,-0.7711,1
5.3665,-14.9840,-0.7606,1
5.4773,-15.0827,-0.7729,1
5.5790,-15.1791,-0.8126,1
5.6588,-15.2708,-0.9029,1
5.6116,-16.8568,-0.9472,1
5.4948,-19.7877,-0.9996,1
5.4019,-19.8919,-1.3550,1
5.3365,-20.0055,-1.4798,1
5.2396,-19.9468,-1.2545,1
5.2804,-20.0465,-1.1882,1
5.3901,-20.1069,-0.8968,1
5.4962,-20.0950,-0.6488,1
5.6102,-20.1360,-0.5240,1
5.7277,-20.1285,-0.4019,1
5.8554,-20.1238,-0.2750,1
6.0036,-20.1250,-0.1250,1
6.0609,-20.0208,0.0958,1
6.1444,-19.9624,0.1508,1
6.2249,-19.8610,0.2237,1
6.3313,-19.7527,0.3213,1
6.3712,-19.6313,0.3881,1
6.4652,-19.5042,0.5063,1
6.5619,-19.3904,0.6324,1
6.6086,-19.2752,0.7178,1
6.6598,-19.1375,0.8977,1
6.7223,-19.0418,1.0033,1
6.7443,-18.9412,1.0932,1
6.7427,-18.8136,1.1807,1
6.7434,-18.6931,1.2605,1
6.7438,-18.5759,1.3563,1
