segment_id,segment_type,point_index,latitude,longitude,x_m,y_m,direction,mode,drive_level,event,from_node,to_node
T_A,mission_T,85,37.2881669136,127.1069121569,-32.482513,-50.056644,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,86,37.2881675223,127.1069104171,-32.636599,-49.988884,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,87,37.2881680803,127.1069088236,-32.777736,-49.926767,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,88,37.2881687469,127.1069071570,-32.925339,-49.852561,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,89,37.2881695734,127.1069053174,-33.088263,-49.760555,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,90,37.2881702469,127.1069038236,-33.220562,-49.685581,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,91,37.2881709136,127.1069019903,-33.382928,-49.611364,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,92,37.2881716545,127.1069001611,-33.544931,-49.528887,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,93,37.2881724181,127.1068985051,-33.691595,-49.443883,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,94,37.2881733912,127.1068967926,-33.843263,-49.335558,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,95,37.2881744136,127.1068953236,-33.973365,-49.221744,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,96,37.2881755803,127.1068938236,-34.106212,-49.091867,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,97,37.2881765803,127.1068923236,-34.239060,-48.980547,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,98,37.2881778978,127.1068906389,-34.388266,-48.833883,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,99,37.2881789009,127.1068894910,-34.489929,-48.722218,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,100,37.2881800986,127.1068883432,-34.591593,-48.588890,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,101,37.2881817605,127.1068870259,-34.708260,-48.403888,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,102,37.2881832128,127.1068861226,-34.788261,-48.242217,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,103,37.2881849794,127.1068852569,-34.864932,-48.045560,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,104,37.2881864916,127.1068845795,-34.924926,-47.877221,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,105,37.2881881535,127.1068839773,-34.978260,-47.692219,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,106,37.2881897405,127.1068835633,-35.014926,-47.515554,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,107,37.2881915521,127.1068832810,-35.039928,-47.313887,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,108,37.2881933337,127.1068831869,-35.048261,-47.115559,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,109,37.2881951453,127.1068831116,-35.054930,-46.913892,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,110,37.2881970617,127.1068830928,-35.056595,-46.700558,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,111,37.2881987469,127.1068831571,-35.050901,-46.512961,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,112,37.2882004004,127.1068832057,-35.046596,-46.328894,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,113,37.2882022469,127.1068834904,-35.021382,-46.123341,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,114,37.2882040803,127.1068839904,-34.977099,-45.919247,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,115,37.2882060803,127.1068843237,-34.947581,-45.696607,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,116,37.2882079136,127.1068848237,-34.903298,-45.492524,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,117,37.2882097468,127.1068852539,-34.865197,-45.288453,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,118,37.2882115803,127.1068858237,-34.814733,-45.084347,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,119,37.2882134136,127.1068866571,-34.740923,-44.880264,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,120,37.2882152469,127.1068874903,-34.667122,-44.676181,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,121,37.2882170803,127.1068881571,-34.608075,-44.472087,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,122,37.2882189136,127.1068888236,-34.549038,-44.268004,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,123,37.2882205803,127.1068894903,-34.489991,-44.082467,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,124,37.2882222469,127.1068901570,-34.430945,-43.896941,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,125,37.2882240803,127.1068908236,-34.371908,-43.692847,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,126,37.2882259136,127.1068916570,-34.298098,-43.488764,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,127,37.2882277469,127.1068924903,-34.224296,-43.284681,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,128,37.2882295803,127.1068933236,-34.150495,-43.080587,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,129,37.2882312850,127.1068940264,-34.088251,-42.890820,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,130,37.2882330803,127.1068946570,-34.032402,-42.690967,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,131,37.2882349136,127.1068954903,-33.958601,-42.486884,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,132,37.2882365803,127.1068964903,-33.870036,-42.301347,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,133,37.2882382469,127.1068973236,-33.796235,-42.115821,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,134,37.2882399136,127.1068979903,-33.737188,-41.930284,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,135,37.2882414659,127.1068986369,-33.679922,-41.757482,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,136,37.2882430379,127.1068994085,-33.611585,-41.582487,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,137,37.2882445803,127.1069003236,-33.530539,-41.410787,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,138,37.2882462469,127.1069013236,-33.441974,-41.225261,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,139,37.2882475803,127.1069023236,-33.353409,-41.076827,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,140,37.2882485626,127.1069030405,-33.289917,-40.967478,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,141,37.2882493710,127.1069036427,-33.236583,-40.877487,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,142,37.2882502693,127.1069043201,-33.176589,-40.777488,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,143,37.2882509580,127.1069048471,-33.129915,-40.700822,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,144,37.2882514521,127.1069052046,-33.098253,-40.645819,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,145,37.2882522456,127.1069057315,-33.051588,-40.557486,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,146,37.2882529643,127.1069061832,-33.011583,-40.477480,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,147,37.2882534883,127.1069064843,-32.984916,-40.419149,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,148,37.2882541428,127.1069068450,-32.952971,-40.346290,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,149,37.2882550883,127.1069073171,-32.911159,-40.241037,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_A,mission_T,150,37.2882560736,127.1069078221,-32.866426,-40.131349,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,0,37.2880999655,127.1068278602,-39.948294,-57.509301,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,1,37.2880993816,127.1068274086,-39.988294,-57.574301,1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,2,37.2880989624,127.1068271075,-40.014960,-57.620968,1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,3,37.2880985282,127.1068267876,-40.043294,-57.669301,1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,4,37.2880979743,127.1068263548,-40.081627,-57.730968,1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,5,37.2880965819,127.1068253386,-40.171627,-57.885968,1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,6,37.2881033042,127.1068287259,-39.871627,-57.137635,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,7,37.2881043759,127.1068291239,-39.836373,-57.018341,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,8,37.2881060378,127.1068298954,-39.768045,-56.833338,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,9,37.2881074601,127.1068307046,-39.696379,-56.675008,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,10,37.2881090803,127.1068318239,-39.597248,-56.494647,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,11,37.2881105892,127.1068327559,-39.514705,-56.326677,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,12,37.2881122469,127.1068336573,-39.434872,-56.142141,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,13,37.2881139136,127.1068344906,-39.361071,-55.956604,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,14,37.2881156024,127.1068353341,-39.286366,-55.768607,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,15,37.2881171594,127.1068360681,-39.221360,-55.595282,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,16,37.2881188927,127.1068368979,-39.147868,-55.402331,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,17,37.2881202331,127.1068374465,-39.099282,-55.253118,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,18,37.2881217137,127.1068381517,-39.036825,-55.088297,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,19,37.2881231477,127.1068390333,-38.958747,-54.928664,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,20,37.2881249897,127.1068402270,-38.853026,-54.723613,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,21,37.2881262024,127.1068410362,-38.781359,-54.588615,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,22,37.2881275117,127.1068418347,-38.710640,-54.442864,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,23,37.2881288677,127.1068427555,-38.629090,-54.291914,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,24,37.2881301944,127.1068438591,-38.531342,-54.144221,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,25,37.2881314550,127.1068451064,-38.420882,-54.003896,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,26,37.2881326863,127.1068463013,-38.315047,-53.866827,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,27,37.2881339136,127.1068474905,-38.209725,-53.730204,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,28,37.2881352736,127.1068488676,-38.087762,-53.578809,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,29,37.2881363958,127.1068499451,-37.992333,-53.453886,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,30,37.2881375803,127.1068511205,-37.888234,-53.322027,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,31,37.2881385155,127.1068520609,-37.804947,-53.217921,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,32,37.2881395441,127.1068529620,-37.725141,-53.103417,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,33,37.2881406352,127.1068538632,-37.645326,-52.981956,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,34,37.2881417262,127.1068547644,-37.565511,-52.860506,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,35,37.2881430354,127.1068557243,-37.480498,-52.714766,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,36,37.2881442107,127.1068567429,-37.390285,-52.583931,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,37,37.2881450192,127.1068574617,-37.326625,-52.493929,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,38,37.2881464192,127.1068589487,-37.194929,-52.338081,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,39,37.2881475826,127.1068604358,-37.063223,-52.208571,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,40,37.2881490023,127.1068626169,-36.870054,-52.050530,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,41,37.2881499290,127.1068644509,-36.707626,-51.947370,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,42,37.2881505508,127.1068659309,-36.576549,-51.878151,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,43,37.2881510748,127.1068674551,-36.441550,-51.819820,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,44,37.2881514940,127.1068688289,-36.319879,-51.773154,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,45,37.2881520031,127.1068708613,-36.139879,-51.716481,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,46,37.2881523624,127.1068729878,-35.951546,-51.676484,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,47,37.2881525608,127.1068757181,-35.709736,-51.654398,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,48,37.2881525257,127.1068784366,-35.468972,-51.658305,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,49,37.2881523583,127.1068813453,-35.211363,-51.676940,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,50,37.2881518926,127.1068840725,-34.969828,-51.728782,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,51,37.2881514179,127.1068859732,-34.801493,-51.781626,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,52,37.2881505739,127.1068884485,-34.582259,-51.875580,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,53,37.2881499760,127.1068898188,-34.460898,-51.942138,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,54,37.2881493767,127.1068912127,-34.337453,-52.008851,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,55,37.2881486447,127.1068928018,-34.196713,-52.090332,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,56,37.2881479294,127.1068946836,-34.030046,-52.169962,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,57,37.2881470803,127.1068966570,-33.855272,-52.264487,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,58,37.2881464136,127.1068981570,-33.722424,-52.338704,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,59,37.2881457495,127.1068997183,-33.584148,-52.412632,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,60,37.2881451101,127.1069011047,-33.461361,-52.483810,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,61,37.2881444540,127.1069028299,-33.308569,-52.556847,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,62,37.2881438972,127.1069045557,-33.155723,-52.618830,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,63,37.2881435116,127.1069059871,-33.028951,-52.661755,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,64,37.2881430960,127.1069075543,-32.890152,-52.708020,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,65,37.2881426164,127.1069096840,-32.701526,-52.761409,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,66,37.2881423225,127.1069118653,-32.508339,-52.794126,-1,7,1,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,67,37.2881425408,127.1069101995,-32.655871,-52.769825,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,68,37.2881428057,127.1069082329,-32.830046,-52.740332,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,69,37.2881432216,127.1069063093,-33.000416,-52.694036,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,70,37.2881435210,127.1069042810,-33.180046,-52.660702,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,71,37.2881440201,127.1069020856,-33.374490,-52.605147,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,72,37.2881445857,127.1068999110,-33.567083,-52.542184,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,73,37.2881450681,127.1068980709,-33.730046,-52.488480,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,74,37.2881455838,127.1068961891,-33.896713,-52.431073,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,75,37.2881460662,127.1068947673,-34.022639,-52.377369,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,76,37.2881468647,127.1068926972,-34.205972,-52.288480,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,77,37.2881474636,127.1068909827,-34.357824,-52.221813,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,78,37.2881480625,127.1068894563,-34.493009,-52.155147,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,79,37.2881489442,127.1068873653,-34.678194,-52.056999,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,80,37.2881498591,127.1068856298,-34.831898,-51.955147,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,81,37.2881507221,127.1068841009,-34.967313,-51.859082,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,82,37.2881519412,127.1068819059,-35.161713,-51.723372,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,83,37.2881530121,127.1068803114,-35.302930,-51.604159,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,84,37.2881541818,127.1068788412,-35.433139,-51.473948,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,85,37.2881552526,127.1068776609,-35.537672,-51.354747,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,86,37.2881564136,127.1068764904,-35.641338,-51.225504,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,87,37.2881575920,127.1068754245,-35.735739,-51.094325,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,88,37.2881589759,127.1068743270,-35.832939,-50.940269,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,89,37.2881603268,127.1068734366,-35.911798,-50.789887,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,90,37.2881617106,127.1068727118,-35.975990,-50.635842,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,91,37.2881632263,127.1068721113,-36.029173,-50.467115,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,92,37.2881649136,127.1068716571,-36.069399,-50.279284,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,93,37.2881669136,127.1068713237,-36.098927,-50.056644,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,94,37.2881684136,127.1068711571,-36.113682,-49.889664,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,95,37.2881700803,127.1068709904,-36.128446,-49.704127,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,96,37.2881720402,127.1068707653,-36.148382,-49.485951,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,97,37.2881739136,127.1068706571,-36.157964,-49.277404,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,98,37.2881757469,127.1068706571,-36.157964,-49.073321,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,99,37.2881777469,127.1068708237,-36.143209,-48.850681,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,100,37.2881795803,127.1068709904,-36.128446,-48.646587,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,101,37.2881814136,127.1068711571,-36.113682,-48.442504,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,102,37.2881832469,127.1068711571,-36.113682,-48.238421,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,103,37.2881850220,127.1068713313,-36.098254,-48.040817,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,104,37.2881867469,127.1068716571,-36.069399,-47.848801,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,105,37.2881885803,127.1068721571,-36.025117,-47.644707,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,106,37.2881904136,127.1068726571,-35.980834,-47.440624,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,107,37.2881922469,127.1068731571,-35.936552,-47.236541,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,108,37.2881942469,127.1068736571,-35.892269,-47.013901,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,109,37.2881960803,127.1068741571,-35.847986,-46.809807,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,110,37.2881979136,127.1068748237,-35.788949,-46.605724,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,111,37.2881997469,127.1068756571,-35.715139,-46.401641,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,112,37.2882017755,127.1068765441,-35.636582,-46.175818,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,113,37.2882034136,127.1068771571,-35.582291,-45.993464,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,114,37.2882052469,127.1068778237,-35.523254,-45.789381,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,115,37.2882070803,127.1068784904,-35.464207,-45.585287,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,116,37.2882089171,127.1068794609,-35.378255,-45.380815,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,117,37.2882107469,127.1068803237,-35.301841,-45.177121,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,118,37.2882125803,127.1068811571,-35.228031,-44.973027,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,119,37.2882142469,127.1068819904,-35.154230,-44.787501,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,120,37.2882160587,127.1068826225,-35.098248,-44.585812,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,121,37.2882177469,127.1068833237,-35.036146,-44.397881,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,122,37.2882193375,127.1068839586,-34.979916,-44.220816,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
T_B,mission_T,123,37.2882210803,127.1068848237,-34.903298,-44.026807,1,7,2,NONE,AAA_T_JUNCTION,AAA_T_JUNCTION
