0.000,-8.000
0.000,-7.600
0.000,-7.200
0.000,-6.800
0.000,-6.400
0.000,-6.000
0.000,-5.600
0.000,-5.200
0.000,-4.800
0.000,-4.400
0.000,-4.000
0.000,-3.600
0.000,-3.200
0.000,-2.800
0.000,-2.400
0.000,-2.000
0.000,-1.600
0.000,-1.200
0.000,-0.800
0.000,-0.400
0.000,0.000
0.000,0.400
0.000,0.800
0.000,1.200
0.000,1.600
0.000,2.000
0.000,2.400
0.000,2.800
0.000,3.200
0.000,3.600
0.000,4.000
0.000,4.400
0.000,4.800
0.000,5.200
0.000,5.600
0.000,6.000
0.000,6.400
0.000,6.800
0.000,7.200
0.000,7.600
0.000,8.000
0.000,8.000
0.400,8.000
0.800,8.000
1.200,8.000
1.600,8.000
2.000,8.000
2.400,8.000
2.800,8.000
3.200,8.000
3.600,8.000
4.000,8.000
4.400,8.000
4.800,8.000
5.200,8.000
5.600,8.000
6.000,8.000
6.000,8.000
6.000,7.600
6.000,7.200
6.000,6.800
6.000,6.400
6.000,6.000
6.000,5.600
6.000,5.200
6.000,4.800
6.000,4.400
6.000,4.000
6.000,3.600
6.000,3.200
6.000,2.800
6.000,2.400
6.000,2.000
6.000,1.600
6.000,1.200
6.000,0.800
6.000,0.400
6.000,0.000
6.000,-0.400
6.000,-0.800
6.000,-1.200
6.000,-1.600
6.000,-2.000
6.000,-2.400
6.000,-2.800
6.000,-3.200
6.000,-3.600
6.000,-4.000
6.000,-4.400
6.000,-4.800
6.000,-5.200
6.000,-5.600
6.000,-6.000
6.000,-6.400
6.000,-6.800
6.000,-7.200
6.000,-7.600
6.000,-8.000
6.000,-8.000
5.600,-8.000
5.200,-8.000
4.800,-8.000
4.400,-8.000
4.000,-8.000
3.600,-8.000
3.200,-8.000
2.800,-8.000
2.400,-8.000
2.000,-8.000
1.600,-8.000
1.200,-8.000
0.800,-8.000
0.400,-8.000
0.000,-8.000
0.000,-8.000
0.000,-7.600
0.000,-7.200
0.000,-6.800
0.000,-6.400
0.000,-6.000
0.000,-5.600
0.000,-5.200
0.000,-4.800
0.000,-4.400
0.000,-4.000
0.000,-3.600
0.000,-3.200
0.000,-2.800
0.000,-2.400
0.000,-2.000
0.000,-1.600
0.000,-1.200
0.000,-0.800
0.000,-0.400
0.000,0.000
0.000,0.400
0.000,0.800
0.000,1.200
0.000,1.600
0.000,2.000
0.000,2.400
0.000,2.800
0.000,3.200
0.000,3.600
0.000,4.000
0.000,4.400
0.000,4.800
0.000,5.200
0.000,5.600
0.000,6.000
0.000,6.400
0.000,6.800
0.000,7.200
0.000,7.600
0.000,8.000
